"Half","Time","Description","Time_in_sec","Event","Token","Player","UVA_score","Opp_score","Possession","Opps","Possession Number"
1,"7:46","Reece Beekman misses three point jump shot",466,"Missed Three","misses","Reece Beekman",12,20,"Cavs","vsWIS",34
1,"7:35","Connor Essegian defensive rebound",455,"Def Rebound","defensive rebound","Connor Essegian",12,20,"Opp","vsWIS",35
1,"7:33","Ryan Dunn blocks Steven Crowl's two point layup",453,"Block","block","Ryan Dunn",12,20,"Opp","vsWIS",35
1,"7:21","Ryan Dunn defensive rebound",441,"Def Rebound","defensive rebound","Ryan Dunn",12,20,"Cavs","vsWIS",36
1,"7:20","Reece Beekman misses two point jump shot",440,"Missed Two","misses","Reece Beekman",12,20,"Cavs","vsWIS",36
1,"7:20","Blake Buchanan offensive rebound",440,"Off Rebound","offensive rebound","Blake Buchanan",12,20,"Cavs","vsWIS",36
1,"7:20","Tyler Wahl personal foul (Blake Buchanan draws the foul)",440,"Foul","personal foul","Tyler Wahl",12,20,"Cavs","vsWIS",36
1,"7:20","TV timeout",440,""," ","TV",12,20,"Cavs","vsWIS",36
1,"6:58","Badgers lineup change (Connor Essegian, Tyler Wahl, Steven Crowl, Chucky Hepburn, AJ Storr)",418,"Opp Sub"," ","Badgers",12,20,"Cavs","vsWIS",36
1,"6:56","Ryan Dunn misses two point jump shot",416,"Missed Two","misses","Ryan Dunn",12,20,"Cavs","vsWIS",36
1,"6:40","AJ Storr defensive rebound",400,"Def Rebound","defensive rebound","AJ Storr",12,20,"Opp","vsWIS",37
1,"6:38","Chucky Hepburn misses two point jump shot",398,"Missed Two","misses","Chucky Hepburn",12,20,"Opp","vsWIS",37
1,"6:25","Isaac McKneely defensive rebound",385,"Def Rebound","defensive rebound","Isaac McKneely",12,20,"Cavs","vsWIS",38
1,"6:23","Isaac McKneely misses two point jump shot",383,"Missed Two","misses","Isaac McKneely",12,20,"Cavs","vsWIS",38
1,"6:08","Tyler Wahl defensive rebound",368,"Def Rebound","defensive rebound","Tyler Wahl",12,20,"Opp","vsWIS",39
1,"6:08","Jump ball. Steven Crowl vs. Ryan Dunn (Cavaliers gains possession)",368,"Jump Ball"," ","Jump",12,20,"Cavs","vsWIS",40
1,"6:08","Steven Crowl turnover (lost ball) (Ryan Dunn steals)",368,"Turnover","turnover","Steven Crowl",12,20,"Opp","vsWIS",41
1,"6:08","Cavaliers lineup change (Reece Beekman, Andrew Rohde, Isaac McKneely, Ryan Dunn, Jacob Groves)",368,"Cav Sub"," ","Cavaliers",12,20,"Opp","vsWIS",41
1,"5:48","Badgers lineup change (AJ Storr, Tyler Wahl, Steven Crowl, Chucky Hepburn, Max Klesmit)",348,"Opp Sub"," ","Badgers",12,20,"Opp","vsWIS",41
1,"5:48","Chucky Hepburn shooting foul (Jacob Groves draws the foul)",348,"Foul","shooting foul","Chucky Hepburn",12,20,"Opp","vsWIS",41
1,"5:48","Jacob Groves makes regular free throw 1 of 2",348,"Made FT","makes","Jacob Groves",13,20,"Opp","vsWIS",41
1,"5:24","Jacob Groves makes regular free throw 2 of 2",324,"Made FT","makes","Jacob Groves",14,20,"Cavs","vsWIS",42
1,"5:22","Tyler Wahl misses two point hook shot",322,"Missed Two","misses","Tyler Wahl",14,20,"Cavs","vsWIS",42
1,"5:06","Andrew Rohde defensive rebound",306,"Def Rebound","defensive rebound","Andrew Rohde",14,20,"Opp","vsWIS",43
1,"5:04","Jacob Groves misses three point jump shot",304,"Missed Three","misses","Jacob Groves",14,20,"Opp","vsWIS",43
1,"4:48","AJ Storr defensive rebound",288,"Def Rebound","defensive rebound","AJ Storr",14,20,"Cavs","vsWIS",44
